BcuEnyMagtSoc,BcuDchaPwrLongTiMax,BcuChrgPwrLongTiMax,FrntGerMotGenrPwr,EmsFuCns,EmsEngSpd,EmsEngTqFlywh,FrntGerSpd,FrntGerTq,BcuDchaPwrShoTiMax,BcuChrgPwrShoTiMax,step
19.846412062766817,199.38564825106727,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.38564825106727,105.1433504,4500
19.843107347136403,199.3724293885456,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.3724293885456,105.1433504,4600
19.839802631505986,199.35921052602396,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.35921052602396,105.1433504,4700
19.836500181212983,199.34600072485193,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.34600072485193,105.1433504,4800
19.833199812816023,199.33279925126408,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.33279925126408,105.1433504,4900
19.829899449195075,199.3195977967803,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.3195977967803,105.1433504,5000
19.82659908079812,199.30639632319247,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.30639632319247,105.1433504,5100
19.823298717177174,199.2931948687087,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.2931948687087,105.1433504,5200
19.81999834878021,199.27999339512084,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.27999339512084,105.1433504,5300
19.816697980383253,199.266791921533,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.266791921533,105.1433504,5400
19.81339761676231,199.25359046704924,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.25359046704924,105.1433504,5500
19.810097248365345,199.24038899346138,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.24038899346138,105.1433504,5600
19.80679687996839,199.22718751987355,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.22718751987355,105.1433504,5700
19.803496521123456,199.21398608449383,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.21398608449383,105.1433504,5800
19.8001961527265,199.200784610906,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.200784610906,105.1433504,5900
19.79689578432954,199.18758313731814,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.18758313731814,105.1433504,6000
19.79359541593258,199.17438166373032,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.17438166373032,105.1433504,6100
19.790295047535615,199.16118019014246,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.16118019014246,105.1433504,6200
19.786994688690683,199.14797875476273,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.14797875476273,105.1433504,6300
19.783694320293726,199.1347772811749,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.1347772811749,105.1433504,6400
19.780393407431262,199.12157362972505,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.12157362972505,105.1433504,6500
19.777092504120823,199.1083700164833,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.1083700164833,105.1433504,6600
19.77379159125836,199.09516636503344,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.09516636503344,105.1433504,6700
19.7704906783959,199.0819627135836,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.0819627135836,105.1433504,6800
19.767189775085463,199.06875910034185,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.06875910034185,105.1433504,6900
19.763888862223,199.055555448892,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.055555448892,105.1433504,7000
19.760587949360527,199.0423517974421,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.0423517974421,105.1433504,7100
19.75728704605009,199.02914818420038,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.02914818420038,105.1433504,7200
19.753986133187627,199.0159445327505,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.0159445327505,105.1433504,7300
19.750685220325163,199.00274088130067,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,199.00274088130067,105.1433504,7400
19.747384317014728,198.9895372680589,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.9895372680589,105.1433504,7500
19.744083404152263,198.97633361660905,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.97633361660905,105.1433504,7600
19.7407824912898,198.9631299651592,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.9631299651592,105.1433504,7700
19.73748158797936,198.94992635191744,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.94992635191744,105.1433504,7800
19.734180675116896,198.93672270046758,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.93672270046758,105.1433504,7900
19.730879762254432,198.92351904901773,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.92351904901773,105.1433504,8000
19.727578858943993,198.91031543577597,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.91031543577597,105.1433504,8100
19.72427794608153,198.8971117843261,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.8971117843261,105.1433504,8200
19.720977033219064,198.88390813287626,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.88390813287626,105.1433504,8300
19.717676129908625,198.8707045196345,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.8707045196345,105.1433504,8400
19.71437521704616,198.85750086818464,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.85750086818464,105.1433504,8500
19.711074304183697,198.8442972167348,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.8442972167348,105.1433504,8600
19.707773400873265,198.83109360349306,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.83109360349306,105.1433504,8700
19.7044724880108,198.8178899520432,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.8178899520432,105.1433504,8800
19.70117157514833,198.80468630059332,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.80468630059332,105.1433504,8900
19.69787067183789,198.79148268735156,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.79148268735156,105.1433504,9000
19.694569758975426,198.7782790359017,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.7782790359017,105.1433504,9100
19.691268846112962,198.76507538445185,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.76507538445185,105.1433504,9200
19.6879679332505,198.75187173300202,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.75187173300202,105.1433504,9300
19.684667029940066,198.73866811976026,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.73866811976026,105.1433504,9400
19.6813661170776,198.7254644683104,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.7254644683104,105.1433504,9500
19.678057031416238,198.71222812566495,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.71222812566495,105.1433504,9600
19.67474743363889,198.69898973455554,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.69898973455554,105.1433504,9700
19.671437826309514,198.68575130523806,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.68575130523806,105.1433504,9800
19.66812821898013,198.67251287592052,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.67251287592052,105.1433504,9900
19.66481862120278,198.65927448481114,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.65927448481114,105.1433504,10000
19.661509013873406,198.64603605549362,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.64603605549362,105.1433504,10100
19.65819940654403,198.6327976261761,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.6327976261761,105.1433504,10200
19.654889808766676,198.6195592350667,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.6195592350667,105.1433504,10300
19.651580201437298,198.6063208057492,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.6063208057492,105.1433504,10400
19.648270594107924,198.5930823764317,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.5930823764317,105.1433504,10500
19.644960996330575,198.5798439853223,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.5798439853223,105.1433504,10600
19.641651389001197,198.5666055560048,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.5666055560048,105.1433504,10700
19.638341781671816,198.55336712668725,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.55336712668725,105.1433504,10800
19.635032183894467,198.54012873557787,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.54012873557787,105.1433504,10900
19.63172257656509,198.52689030626036,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.52689030626036,105.1433504,11000
19.62841296923571,198.51365187694284,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.51365187694284,105.1433504,11100
19.625103371458362,198.50041348583346,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.50041348583346,105.1433504,11200
19.621793764128988,198.48717505651595,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.48717505651595,105.1433504,11300
19.618484166351635,198.47393666540654,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.47393666540654,105.1433504,11400
19.615174549470233,198.46069819788093,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.46069819788093,105.1433504,11500
19.61186495169288,198.44745980677152,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.44745980677152,105.1433504,11600
19.608555353915527,198.4342214156621,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.4342214156621,105.1433504,11700
19.605245737034124,198.4209829481365,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.4209829481365,105.1433504,11800
19.60193613925677,198.4077445570271,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.4077445570271,105.1433504,11900
19.598626541479426,198.3945061659177,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.3945061659177,105.1433504,12000
19.595316924598023,198.3812676983921,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.3812676983921,105.1433504,12100
19.59200732682067,198.36802930728268,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.36802930728268,105.1433504,12200
19.588697729043318,198.35479091617327,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.35479091617327,105.1433504,12300
19.585388112161915,198.34155244864766,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.34155244864766,105.1433504,12400
19.58207851438457,198.32831405753828,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.32831405753828,105.1433504,12500
19.57876891660721,198.31507566642884,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.31507566642884,105.1433504,12600
19.575459299725807,198.30183719890323,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.30183719890323,105.1433504,12700
19.57214972105251,198.28859888421005,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.28859888421005,105.1433504,12800
19.568841212206173,198.2753648488247,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.2753648488247,105.1433504,12900
19.56553268425578,198.2621307370231,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.2621307370231,105.1433504,13000
19.56222417540944,198.24889670163776,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.24889670163776,105.1433504,13100
19.558915647459045,198.23566258983618,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.23566258983618,105.1433504,13200
19.555607138612707,198.22242855445083,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.22242855445083,105.1433504,13300
19.552298610662312,198.20919444264925,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.20919444264925,105.1433504,13400
19.54899010181597,198.1959604072639,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.1959604072639,105.1433504,13500
19.54568159296963,198.18272637187852,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.18272637187852,105.1433504,13600
19.542373065019238,198.16949226007694,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.16949226007694,105.1433504,13700
19.539064556172896,198.15625822469158,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.15625822469158,105.1433504,13800
19.535756028222508,198.14302411289003,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.14302411289003,105.1433504,13900
19.532447519376163,198.12979007750465,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.12979007750465,105.1433504,14000
19.529138991425775,198.1165559657031,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.1165559657031,105.1433504,14100
19.52583048257943,198.10332193031772,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.10332193031772,105.1433504,14200
19.522521954629042,198.09008781851617,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.09008781851617,105.1433504,14300
19.519213445782697,198.0768537831308,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.0768537831308,105.1433504,14400
19.51590493693636,198.06361974774543,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.06361974774543,105.1433504,14500
19.512596408985964,198.05038563594385,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.05038563594385,105.1433504,14600
19.509287900139626,198.0371516005585,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.0371516005585,105.1433504,14700
19.50597937218923,198.02391748875692,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.02391748875692,105.1433504,14800
19.502670863342892,198.01068345337157,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,198.01068345337157,105.1433504,14900
19.499362335392497,197.99744934157,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.99744934157,105.1433504,15000
19.49605382654616,197.98421530618464,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.98421530618464,105.1433504,15100
19.492745298595764,197.97098119438306,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.97098119438306,105.1433504,15200
19.48943678974942,197.95774715899768,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.95774715899768,105.1433504,15300
19.48612828090308,197.94451312361232,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.94451312361232,105.1433504,15400
19.482819752952686,197.93127901181074,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.93127901181074,105.1433504,15500
19.479511244106348,197.9180449764254,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.9180449764254,105.1433504,15600
19.476202716155953,197.9048108646238,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.9048108646238,105.1433504,15700
19.472894207309615,197.89157682923846,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.89157682923846,105.1433504,15800
19.469585679359223,197.8783427174369,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.8783427174369,105.1433504,15900
19.466277170512882,197.86510868205153,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.86510868205153,105.1433504,16000
19.46296864256249,197.85187457024995,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.85187457024995,105.1433504,16100
19.45966013371615,197.8386405348646,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.8386405348646,105.1433504,16200
19.456351624869804,197.82540649947921,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.82540649947921,105.1433504,16300
19.453043096919416,197.81217238767766,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.81217238767766,105.1433504,16400
19.449734588073074,197.79893835229228,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.79893835229228,105.1433504,16500
19.446426060122683,197.78570424049073,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.78570424049073,105.1433504,16600
19.44311755127634,197.77247020510538,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.77247020510538,105.1433504,16700
19.43980902332595,197.7592360933038,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.7592360933038,105.1433504,16800
19.43650051447961,197.74600205791845,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.74600205791845,105.1433504,16900
19.433191986529216,197.73276794611687,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.73276794611687,105.1433504,17000
19.42988347768287,197.71953391073149,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.71953391073149,105.1433504,17100
19.426574968836533,197.70629987534613,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.70629987534613,105.1433504,17200
19.423266440886138,197.69306576354455,105.1433504,-18.886947094570903,1.6077071855860738e-05,2000.0,100.0,2000.0,-100.0,197.69306576354455,105.1433504,17300
